OrgUnit,UID,Code,Parent,Short name,Description,Opening date,Closed date,comment,Feature type,Coordinates,URL,Contact person,Address,Email,Phone number
PVT Daisy Jnternational School (32151090),QXv4jvKO1DL,32151090,NGKTK44Mo4p,PVT Daisy Jnternational School (32151090),,2015-01-01,,,,,,,,,
PVT D Agate Standard International School (32151088),q4HFrBEWXO6,32151088,NGKTK44Mo4p,PVT D Agate Standard International School (32151,,2015-01-01,,,,,,,,,
PVT Cute Demonstraion Academy (32151086),usn1JO8pzQB,32151086,NGKTK44Mo4p,PVT Cute Demonstraion Academy (32151086),,2019-01-01,,,,,,,,,
PVT Crownec International Schools (32151084),c1VBZW5CUEr,32151084,NGKTK44Mo4p,PVT Crownec International Schools (32151084),,2007-01-01,,,,,,,,,
PRY Community Primary School Okporo (32151078),YcvaocSj80v,32151078,NGKTK44Mo4p,PRY Community Primary School Okporo (32151078),,1972-01-01,,,,,,,,,
PRY Community Primary School Iii Eneka (32151077),ibofr49yK0Z,32151077,NGKTK44Mo4p,PRY Community Primary School Iii Eneka (32151077,,2017-01-01,,,,,,,,,
PVT Coham Royals International Academy (32151076),J4U5Xm7nXx3,32151076,NGKTK44Mo4p,PVT Coham Royals International Academy (32151076,,2019-01-01,,,,,,,,,
PVT City Model Schools (32151072),YpBV1hkhKlX,32151072,NGKTK44Mo4p,PVT City Model Schools (32151072),,2000-01-01,,,,,,,,,
PVT Chuks Comprehensive College (32151070),R727Wos0UBV,32151070,NGKTK44Mo4p,PVT Chuks Comprehensive College (32151070),,2017-01-01,,,,,,,,,
PVT Chrisdonella Academy (32151064),ScbZN3IjLYz,32151064,NGKTK44Mo4p,PVT Chrisdonella Academy (32151064),,2018-01-01,,,,,,,,,
PVT Chosen Charismatic Nurs/PVT School (32151062),Wfz3C7YyvT2,32151062,NGKTK44Mo4p,PVT Chosen Charismatic Nurs/PVT School (32151062,,2015-01-01,,,,,,,,,
PVT Chimnne Foundation Model School (32151060),EhOi8uLjlcQ,32151060,NGKTK44Mo4p,PVT Chimnne Foundation Model School (32151060),,2010-01-01,,,,,,,,,
PVT Child Of Grace Nursery And Primary School (32151058),lsaNpU1XjHW,32151058,NGKTK44Mo4p,PVT Child Of Grace Nursery And Primary School (3,,2015-01-01,,,,,,,,,
PVT Cherryfort Montessori School (32151056),jtVbzHfzXn5,32151056,NGKTK44Mo4p,PVT Cherryfort Montessori School (32151056),,2016-01-01,,,,,,,,,
PVT Cherith Kids Academy (32151054),LSQSoF4prMI,32151054,NGKTK44Mo4p,PVT Cherith Kids Academy (32151054),,2016-01-01,,,,,,,,,
PVT Celebrity Internatonal School (32151049),dvikVPSLuPO,32151049,NGKTK44Mo4p,PVT Celebrity Internatonal School (32151049),,2016-01-01,,,,,,,,,
PVT Celebrity International School (1) (32151048),sTjCBXBfPNM,32151048,NGKTK44Mo4p,PVT Celebrity International School (1) (32151048,,2016-01-01,,,,,,,,,
PVT Cefes Academy (32151046),MU44L2XhOT3,32151046,NGKTK44Mo4p,PVT Cefes Academy (32151046),,2021-01-01,,,,,,,,,
PVT Cecilia Learning Academy (32151045),E6xSiZ8Rewc,32151045,NGKTK44Mo4p,PVT Cecilia Learning Academy (32151045),,2004-01-01,,,,,,,,,
PVT Carina International School (32151044),EW0luJsq2yd,32151044,NGKTK44Mo4p,PVT Carina International School (32151044),,2007-01-01,,,,,,,,,
PVT Canaan Land International Schools (32151043),wSzvxjyHHb3,32151043,NGKTK44Mo4p,PVT Canaan Land International Schools (32151043),,2007-01-01,,,,,,,,,
PVT Busy Brian Montessori International (32151042),kEWpJsSygBx,32151042,NGKTK44Mo4p,PVT Busy Brian Montessori International (3215104,,2016-01-01,,,,,,,,,
PVT Bukkylanry Heritage Academy (32151040),kiNHuZsIgcB,32151040,NGKTK44Mo4p,PVT Bukkylanry Heritage Academy (32151040),,2012-01-01,,,,,,,,,
PVT Brave-Brain Academy (32151039),bZbtDcmmG3n,32151039,NGKTK44Mo4p,PVT Brave-Brain Academy (32151039),,2017-01-01,,,,,,,,,
PVT Brown Academy (32151038),GtAvbti7Rzc,32151038,NGKTK44Mo4p,PVT Brown Academy (32151038),,2020-01-01,,,,,,,,,
PVT British Montessori Courtyard (32151037),ie6cSNvbgWM,32151037,NGKTK44Mo4p,PVT British Montessori Courtyard (32151037),,2018-01-01,,,,,,,,,
PVT Brightright Model (32151035),Q0r8L9Z5fcV,32151035,NGKTK44Mo4p,PVT Brightright Model (32151035),,1900-01-01,,,,,,,,,
PVT Brighten Global Academy (32151034),USTAX0JtbMO,32151034,NGKTK44Mo4p,PVT Brighten Global Academy (32151034),,2017-01-01,,,,,,,,,
PVT Bright Beginners Academy (32151028),WfyzmWATu8O,32151028,NGKTK44Mo4p,PVT Bright Beginners Academy (32151028),,2015-01-01,,,,,,,,,
PVT Break Forth Academy Nursery And Primary (32151026),YWko8xcUNsR,32151026,NGKTK44Mo4p,PVT Break Forth Academy Nursery And Primary (321,,2012-01-01,,,,,,,,,
PVT Branch Amen International School (32151025),wiI1OIHQzim,32151025,NGKTK44Mo4p,PVT Branch Amen International School (32151025),,2014-01-01,,,,,,,,,
PVT Brainstar Academy (32151023),kBmGXiHafGC,32151023,NGKTK44Mo4p,PVT Brainstar Academy (32151023),,2010-01-01,,,,,,,,,
PVT Brain Crest Academy Rumuekini (32151018),NRximK6ePbF,32151018,NGKTK44Mo4p,PVT Brain Crest Academy Rumuekini (32151018),,2016-01-01,,,,,,,,,
PVT Born Stars International (32151014),fcUUWP1IpdI,32151014,NGKTK44Mo4p,PVT Born Stars International (32151014),,2018-01-01,,,,,,,,,
PVT Bona Mater International School (32151013),fmxPRTnE1c1,32151013,NGKTK44Mo4p,PVT Bona Mater International School (32151013),,2013-01-01,,,,,,,,,
PVT Blessed Covenant Intellectual Academy (32151006),fv9gLWQsaK9,32151006,NGKTK44Mo4p,PVT Blessed Covenant Intellectual Academy (32151,,2014-01-01,,,,,,,,,
PVT Blessed Children Academy (32151004),VCReeS4lAav,32151004,NGKTK44Mo4p,PVT Blessed Children Academy (32151004),,2006-01-01,,,,,,,,,
PVT Blend International School (32151002),X2frqaCyB16,32151002,NGKTK44Mo4p,PVT Blend International School (32151002),,2015-01-01,,,,,,,,,
PVT Blemey International School (32151001),dsskuMBMWv4,32151001,NGKTK44Mo4p,PVT Blemey International School (32151001),,2016-01-01,,,,,,,,,
PVT Bischaris Academy (32151000),mu7GRulJipZ,32151000,NGKTK44Mo4p,PVT Bischaris Academy (32151000),,2014-01-01,,,,,,,,,
PVT Birth Right Academy Rumuigbo (32150999),QuqDjbs9acI,32150999,NGKTK44Mo4p,PVT Birth Right Academy Rumuigbo (32150999),,2003-01-01,,,,,,,,,
PVT Bibian International School (32150997),Ou9yxayzBHo,32150997,NGKTK44Mo4p,PVT Bibian International School (32150997),,2005-01-01,,,,,,,,,
PVT Bezeleel Intl And Junior School (32150996),LApwhpLcE03,32150996,NGKTK44Mo4p,PVT Bezeleel Intl And Junior School (32150996),,2019-01-01,,,,,,,,,
PVT Bezaleel Dave Academy (32150995),w920JmMz9ok,32150995,NGKTK44Mo4p,PVT Bezaleel Dave Academy (32150995),,2016-01-01,,,,,,,,,
PVT Bethlehemites Covenant Child Int Montessori Rumuepirikom (32150992),HplDM72IXDL,32150992,NGKTK44Mo4p,PVT Bethlehemites Covenant Child Int Montessori ,,2012-01-01,,,,,,,,,
PVT Best Option International School (32150988),FQeGFs1M9NN,32150988,NGKTK44Mo4p,PVT Best Option International School (32150988),,2000-01-01,,,,,,,,,
PVT Best Ben Model School (32150986),FBafmxw8GYF,32150986,NGKTK44Mo4p,PVT Best Ben Model School (32150986),,2010-01-01,,,,,,,,,
PVT Best Child Academy (32150985),dUVd4pfIusB,32150985,NGKTK44Mo4p,PVT Best Child Academy (32150985),,2017-01-01,,,,,,,,,
PVT Benviatto Education Centre (32150984),Hm9U1rj991v,32150984,NGKTK44Mo4p,PVT Benviatto Education Centre (32150984),,1996-01-01,,,,,,,,,
PVT Beni Pros School (32150983),HfNqDrSV5wN,32150983,NGKTK44Mo4p,PVT Beni Pros School (32150983),,2012-01-01,,,,,,,,,
PVT Beckey Academy Group Of School (32150980),sNJCCJaN9kv,32150980,NGKTK44Mo4p,PVT Beckey Academy Group Of School (32150980),,2015-01-01,,,,,,,,,
PVT Bcbc Academy (32150979),UVxNwUKvOKa,32150979,NGKTK44Mo4p,PVT Bcbc Academy (32150979),,2016-01-01,,,,,,,,,
PVT Baridoo Sam Joel International School Elioparanwo (32150978),zdbMeCJRwWa,32150978,NGKTK44Mo4p,PVT Baridoo Sam Joel International School Eliopa,,2014-01-01,,,,,,,,,
PVT Awesome Amiable Kids Academy (32150977),SVx1AwdCRks,32150977,NGKTK44Mo4p,PVT Awesome Amiable Kids Academy (32150977),,2017-01-01,,,,,,,,,
PVT Awaji Shalom International School (32150976),D8s5Wwcj4Bn,32150976,NGKTK44Mo4p,PVT Awaji Shalom International School (32150976),,2015-01-01,,,,,,,,,
PVT Arrows Foundation Intl School (32150974),RxkmIQYlOA8,32150974,NGKTK44Mo4p,PVT Arrows Foundation Intl School (32150974),,2019-01-01,,,,,,,,,
PVT Arise And Shine International School (32150973),p2K9iLVy09w,32150973,NGKTK44Mo4p,PVT Arise And Shine International School (321509,,2013-01-01,,,,,,,,,
PVT Annadel Shinning Stars Academy (32150968),lwes5L3yWjJ,32150968,NGKTK44Mo4p,PVT Annadel Shinning Stars Academy (32150968),,2018-01-01,,,,,,,,,
PVT Andoni Achievers International School (32150967),IWXec4SuomE,32150967,NGKTK44Mo4p,PVT Andoni Achievers International School (32150,,2005-01-01,,,,,,,,,
PVT Amazing Treasures And Heros School (32150964),J9j7W5pJkmQ,32150964,NGKTK44Mo4p,PVT Amazing Treasures And Heros School (32150964,,2017-01-01,,,,,,,,,
PVT Amazing Little Seed Academy School (32150963),l4mi4wpiQbw,32150963,NGKTK44Mo4p,PVT Amazing Little Seed Academy School (32150963,,2017-01-01,,,,,,,,,
PVT Amazing Grace International School (32150962),s47axnqeAse,32150962,NGKTK44Mo4p,PVT Amazing Grace International School (32150962,,2008-01-01,,,,,,,,,
PVT Amapela Standard Academy (32150959),arVJ1HYq63L,32150959,NGKTK44Mo4p,PVT Amapela Standard Academy (32150959),,2009-01-01,,,,,,,,,
PVT Am Blessed Model Academy (32150957),p0yIkPpCDm9,32150957,NGKTK44Mo4p,PVT Am Blessed Model Academy (32150957),,2018-01-01,,,,,,,,,
PVT Allegretto International Schools (32150953),Oipw4ikDZFf,32150953,NGKTK44Mo4p,PVT Allegretto International Schools (32150953),,2011-01-01,,,,,,,,,
PVT Allgrace Pacesetters Academy (32150952),BpJc9CPhVmp,32150952,NGKTK44Mo4p,PVT Allgrace Pacesetters Academy (32150952),,2017-01-01,,,,,,,,,
PVT Adventist Education Centre (32150948),b4bhrtAMg0G,32150948,NGKTK44Mo4p,PVT Adventist Education Centre (32150948),,2019-01-01,,,,,,,,,
PVT Adorable Kidz Montessori Academy (32150946),ieJyLZsPeav,32150946,NGKTK44Mo4p,PVT Adorable Kidz Montessori Academy (32150946),,2015-01-01,,,,,,,,,
PVT Acmecare Montessori Academy (32150945),qnKTsS9FfKN,32150945,NGKTK44Mo4p,PVT Acmecare Montessori Academy (32150945),,2015-01-01,,,,,,,,,
PVT Acme Model School (32150944),M2UyZJa3PAN,32150944,NGKTK44Mo4p,PVT Acme Model School (32150944),,2013-01-01,,,,,,,,,
PVT Achievers Academy (32150942),bBTtLrKJfQd,32150942,NGKTK44Mo4p,PVT Achievers Academy (32150942),,2017-01-01,,,,,,,,,
PVT Abrimel Higher Life International School (32150940),LRjcuPMHc0T,32150940,NGKTK44Mo4p,PVT Abrimel Higher Life International School (32,,2008-01-01,,,,,,,,,
PVT Unique Steps International Academy (32150915),D2Zyn6iOTer,32150915,NGKTK44Mo4p,PVT Unique Steps International Academy (32150915,,2005-01-01,,,,,,,,,
PVT Uloc International School (32150912),hJbw04hJrhF,32150912,NGKTK44Mo4p,PVT Uloc International School (32150912),,2015-01-01,,,,,,,,,
PVT Most Trinity Preparatory Intellectual School Rumuepirikom (32150909),oUZ12P4h4uR,32150909,NGKTK44Mo4p,PVT Most Trinity Preparatory Intellectual School,,2008-01-01,,,,,,,,,
PVT Timeg International School (32150902),uvJPUob1wJO,32150902,NGKTK44Mo4p,PVT Timeg International School (32150902),,2012-01-01,,,,,,,,,
PVT Tessy International Schools (32150888),LTFmBnA4Q0c,32150888,NGKTK44Mo4p,PVT Tessy International Schools (32150888),,1999-01-01,,,,,,,,,
PVT Tender Dreams Academy (32150886),S2R3TNOWW66,32150886,NGKTK44Mo4p,PVT Tender Dreams Academy (32150886),,2010-01-01,,,,,,,,,
PVT Stride Right International (32150876),S98T7A7CZ1C,32150876,NGKTK44Mo4p,PVT Stride Right International (32150876),,2016-01-01,,,,,,,,,
PVT Spring Le Diamond (32150868),uE3A7rInrPr,32150868,NGKTK44Mo4p,PVT Spring Le Diamond (32150868),,3709-01-01,,,,,,,,,
PVT Scootid Academy (32150856),kjmrdQFXF23,32150856,NGKTK44Mo4p,PVT Scootid Academy (32150856),,2016-01-01,,,,,,,,,
PVT Reformed Baptism Missionary Int School (32150840),DImITz75hXj,32150840,NGKTK44Mo4p,PVT Reformed Baptism Missionary Int School (3215,,2007-01-01,,,,,,,,,
PVT Protex International School (32150836),dLPlFe6EwNC,32150836,NGKTK44Mo4p,PVT Protex International School (32150836),,2010-01-01,,,,,,,,,
PVT Olanec Montessori Academy Elioparanwo (32150812),rBRhA87vFOA,32150812,NGKTK44Mo4p,PVT Olanec Montessori Academy Elioparanwo (32150,,2014-01-01,,,,,,,,,
PVT Oaksprings High School (32150811),Uj2fm77Xono,32150811,NGKTK44Mo4p,PVT Oaksprings High School (32150811),,2017-01-01,,,,,,,,,
PVT Noble Learning International School (32150807),d1oasyMDuOj,32150807,NGKTK44Mo4p,PVT Noble Learning International School (3215080,,2016-01-01,,,,,,,,,
PVT Monantho Creative Minds School Ltd (32150800),FBIGG0Ln9d5,32150800,NGKTK44Mo4p,PVT Monantho Creative Minds School Ltd (32150800,,2012-01-01,,,,,,,,,
PVT Modern Excellent Child Academy (32150799),YRHmbvPLj4C,32150799,NGKTK44Mo4p,PVT Modern Excellent Child Academy (32150799),,2011-01-01,,,,,,,,,
PVT Marvellous International Elimgbu (32150792),oeLSC4lXn6Y,32150792,NGKTK44Mo4p,PVT Marvellous International Elimgbu (32150792),,2015-01-01,,,,,,,,,
PVT Luisant Chapter Model Schools (32150788),JtObv6sVB6i,32150788,NGKTK44Mo4p,PVT Luisant Chapter Model Schools (32150788),,2018-01-01,,,,,,,,,
PVT Life Builders Academy (32150780),aG8WnGCExdU,32150780,NGKTK44Mo4p,PVT Life Builders Academy (32150780),,2005-01-01,,,,,,,,,
PVT Hilltop Brainykids Intl School (32150742),Vpfr6XTwl42,32150742,NGKTK44Mo4p,PVT Hilltop Brainykids Intl School (32150742),,2015-01-01,,,,,,,,,
PVT Great Strides International School Rumuepirikom (32150727),rqTLXTpM8Bk,32150727,NGKTK44Mo4p,PVT Great Strides International School Rumuepiri,,2010-01-01,,,,,,,,,
PVT Great Breed School Elioparanwo (32150723),J4yecnCTP1A,32150723,NGKTK44Mo4p,PVT Great Breed School Elioparanwo (32150723),,2012-01-01,,,,,,,,,
PVT Gracious King Of Kings (32150721),yokNLrH8ojg,32150721,NGKTK44Mo4p,PVT Gracious King Of Kings (32150721),,2013-01-01,,,,,,,,,
PVT Gleaming International Schools Elioparanwo (32150706),g2ylMCkmP1R,32150706,NGKTK44Mo4p,PVT Gleaming International Schools Elioparanwo (,,2013-01-01,,,,,,,,,
PVT Pilgrims Resort Academy (32150692),wkRtJIsfJDN,32150692,NGKTK44Mo4p,PVT Pilgrims Resort Academy (32150692),,2008-01-01,,,,,,,,,
PVT Dominican Royale International School Atali (32150670),oKx5sIuGQfF,32150670,NGKTK44Mo4p,PVT Dominican Royale International School Atali ,,2007-01-01,,,,,,,,,
PVT Darlingnah International College (32150646),drZIvlo0PzG,32150646,NGKTK44Mo4p,PVT Darlingnah International College (32150646),,2002-01-01,,,,,,,,,
PVT Danama International School (32150644),QO9boVOckcx,32150644,NGKTK44Mo4p,PVT Danama International School (32150644),,2012-01-01,,,,,,,,,
PVT City Of David Academy Atali (32150637),lzWZBKMJYY2,32150637,NGKTK44Mo4p,PVT City Of David Academy Atali (32150637),,2008-01-01,,,,,,,,,
PVT Chosen Seed Academy Rumuepirikom (32150631),tVhLR0t315C,32150631,NGKTK44Mo4p,PVT Chosen Seed Academy Rumuepirikom (32150631),,2016-01-01,,,,,,,,,
PVT Brilliant Star Schools Elimgbu (32150620),orUb7vfZH2G,32150620,NGKTK44Mo4p,PVT Brilliant Star Schools Elimgbu (32150620),,2005-01-01,,,,,,,,,
PVT Bright Hope Academy (32150617),kmA5hQcbcpe,32150617,NGKTK44Mo4p,PVT Bright Hope Academy (32150617),,2016-01-01,,,,,,,,,
PVT Brain Power International Academy (32150612),fTZUderScsQ,32150612,NGKTK44Mo4p,PVT Brain Power International Academy (32150612),,2003-01-01,,,,,,,,,
PVT Aholiab Academy (32150579),nC7eot8BrU0,32150579,NGKTK44Mo4p,PVT Aholiab Academy (32150579),,2007-01-01,,,,,,,,,
PVT Advance Daycare Nursery Primary Secondary (32150577),dDknFSDhCJe,32150577,NGKTK44Mo4p,PVT Advance Daycare Nursery Primary Secondary (3,,2011-01-01,,,,,,,,,
PVT Achieving Greah Heights Schools Elioparanwo (32150575),HWq9anhE9U3,32150575,NGKTK44Mo4p,PVT Achieving Greah Heights Schools Elioparanwo ,,2019-01-01,,,,,,,,,
PVT Abraham Bertha International School Elioparanwo (32150573),Tw4Z8zVpIwc,32150573,NGKTK44Mo4p,PVT Abraham Bertha International School Eliopara,,2012-01-01,,,,,,,,,
PVT A - Knorrs Little Angel Montessori School (32150571),PO5ncyYCZRB,32150571,NGKTK44Mo4p,PVT A - Knorrs Little Angel Montessori School (3,,2007-01-01,,,,,,,,,
PVT Victory International Nursery And Primary School (32150557),EX5WF7zhtqX,32150557,NGKTK44Mo4p,PVT Victory International Nursery And Primary Sc,,2002-01-01,,,,,,,,,
PVT Victory Baptist School (32150551),JotSqjFGWXY,32150551,NGKTK44Mo4p,PVT Victory Baptist School (32150551),,1982-01-01,,,,,,,,,
PVT Vicinna International School (32150547),WqaFZWPmtDX,32150547,NGKTK44Mo4p,PVT Vicinna International School (32150547),,2010-01-01,,,,,,,,,
PVT Uptown Academy 4Woriji Close (32150545),JjcUaZLnOYX,32150545,NGKTK44Mo4p,PVT Uptown Academy 4Woriji Close (32150545),,2015-01-01,,,,,,,,,
PRY Universal Primary Education Rumuokrushi (32150543),SqSnz2HJbO0,32150543,NGKTK44Mo4p,PRY Universal Primary Education Rumuokrushi (321,,1964-01-01,,,,,,,,,
PRY Universal Primary Education Nkpolu (32150542),B8px6QnxSqg,32150542,NGKTK44Mo4p,PRY Universal Primary Education Nkpolu (32150542,,1984-01-01,,,,,,,,,
PRY Universal Primary Education Choba (32150541),ZwEJqGABgHr,32150541,NGKTK44Mo4p,PRY Universal Primary Education Choba (32150541),,1977-01-01,,,,,,,,,
PVT Unibek Nur &Amp; PVT School (32150540),srU7Uo2fJj4,32150540,NGKTK44Mo4p,PVT Unibek Nur &Amp; PVT School (32150540),,2000-01-01,,,,,,,,,
PVT Uckfield International School (32150536),yZC7Ib0kWT1,32150536,NGKTK44Mo4p,PVT Uckfield International School (32150536),,2012-01-01,,,,,,,,,
PVT Treasure Memorial School (32150534),lojh9zPdxpD,32150534,NGKTK44Mo4p,PVT Treasure Memorial School (32150534),,2008-01-01,,,,,,,,,
PVT Treasure International School (32150533),soM5BnIDRL5,32150533,NGKTK44Mo4p,PVT Treasure International School (32150533),,2006-01-01,,,,,,,,,
PVT Treasure Child Academy Woji (32150531),hCk7x6jzt0b,32150531,NGKTK44Mo4p,PVT Treasure Child Academy Woji (32150531),,2004-01-01,,,,,,,,,
PVT Tower Gate Montessori School (32150529),fkzCyAxmq6r,32150529,NGKTK44Mo4p,PVT Tower Gate Montessori School (32150529),,2009-01-01,,,,,,,,,
PVT Total Child Model School (32150527),kUiIYrWlXpX,32150527,NGKTK44Mo4p,PVT Total Child Model School (32150527),,1998-01-01,,,,,,,,,
PVT Topline Nursery And Primary School (32150524),tv1zzWVjtFt,32150524,NGKTK44Mo4p,PVT Topline Nursery And Primary School (32150524,,2007-01-01,,,,,,,,,
PVT Titare Academy (32150518),mDIf0oUIFf8,32150518,NGKTK44Mo4p,PVT Titare Academy (32150518),,1987-01-01,,,,,,,,,
PVT Tiara Kings Treasures International School (32150516),K9FkFQGGwpT,32150516,NGKTK44Mo4p,PVT Tiara Kings Treasures International School (,,2014-01-01,,,,,,,,,
PVT The Sage Hills School Off 6Th Avenue Road 5 (32150515),oZkvVZ2JSos,32150515,NGKTK44Mo4p,PVT The Sage Hills School Off 6Th Avenue Road 5 ,,2011-01-01,,,,,,,,,
PVT The Nobles Montessori Schools (32150511),MVUWmmM7gcV,32150511,NGKTK44Mo4p,PVT The Nobles Montessori Schools (32150511),,2019-01-01,,,,,,,,,
PVT The Midriel Schools (32150507),wJwuJQOp964,32150507,NGKTK44Mo4p,PVT The Midriel Schools (32150507),,2013-01-01,,,,,,,,,
PVT The May Bloom School (32150505),sRseh5ptkYq,32150505,NGKTK44Mo4p,PVT The May Bloom School (32150505),,1993-01-01,,,,,,,,,
PVT The Kiib School (32150504),M3ATRQwNNI6,32150504,NGKTK44Mo4p,PVT The Kiib School (32150504),,2013-01-01,,,,,,,,,
PVT The Kapital Schools (32150503),fqW0hi2lD9i,32150503,NGKTK44Mo4p,PVT The Kapital Schools (32150503),,1998-01-01,,,,,,,,,
PVT The Fair Child Education Centre (32150497),q7QbpREJFFZ,32150497,NGKTK44Mo4p,PVT The Fair Child Education Centre (32150497),,2003-01-01,,,,,,,,,
PVT Telian Montessori (32150494),M01RPno4AfY,32150494,NGKTK44Mo4p,PVT Telian Montessori (32150494),,2009-01-01,,,,,,,,,
PVT Tekz Creche International School (32150493),RySQy7WpJ7u,32150493,NGKTK44Mo4p,PVT Tekz Creche International School (32150493),,2010-01-01,,,,,,,,,
PVT Teko School (32150492),M4t9KyS8HXN,32150492,NGKTK44Mo4p,PVT Teko School (32150492),,1975-01-01,,,,,,,,,
PVT Tasc International School Obia-Akpor Lga (32150490),r6StxswrM8t,32150490,NGKTK44Mo4p,PVT Tasc International School Obia-Akpor Lga (32,,2018-01-01,,,,,,,,,
PVT Tari International Institute (32150488),XOskJLGC9z2,32150488,NGKTK44Mo4p,PVT Tari International Institute (32150488),,2008-01-01,,,,,,,,,
PVT Supreme Christ The King (32150484),ucqRIJPAc2Q,32150484,NGKTK44Mo4p,PVT Supreme Christ The King (32150484),,2001-01-01,,,,,,,,,
PVT Success Pillars International Academy (32150482),BvJDXCA2G2Q,32150482,NGKTK44Mo4p,PVT Success Pillars International Academy (32150,,2010-01-01,,,,,,,,,
PVT Sterling Young Academy (32150481),gwosPJ1zN5D,32150481,NGKTK44Mo4p,PVT Sterling Young Academy (32150481),,2004-01-01,,,,,,,,,
PRY State Primary SchoolElelenwo (32150479),tzalsFK2v1A,32150479,NGKTK44Mo4p,PRY State Primary SchoolElelenwo (32150479),,1946-01-01,,,,,,,,,
PRY State Primary School Eligbolo (32150477),fQVYS2IQdzz,32150477,NGKTK44Mo4p,PRY State Primary School Eligbolo (32150477),,1993-01-01,,,,,,,,,
PRY State Primary School Rumualoguaokeya Wali Street (32150475),EflqAJdYoke,32150475,NGKTK44Mo4p,PRY State Primary School Rumualoguaokeya Wali St,,2014-01-01,,,,,,,,,
