OrgUnit,UID,Code,Parent,Short name,Description,Opening date,Closed date,comment,Feature type,Coordinates,URL,Contact person,Address,Email,Phone number
PVT Bright Hope Restoration Academy (7020009),LPIX51J9ZSI,7020009,YX6QUX3WtQc,PVT Bright Hope Restoration Academy (7020009),,1916-01-01,,,,,,,OKPAGADI AGATU,,
PVT C R M Academy Nursery And Primary (7020010),V7REPMVFV93,7020010,YX6QUX3WtQc,PVT C R M Academy Nursery And Primary (7020010),,2015-01-01,,,,,,,ENUNGBE,,
PVT Cherubim And Seraphim Nursery And Primary School (7020012),IHVBXVVXROZ,7020012,YX6QUX3WtQc,PVT Cherubim And Seraphim Nursery And Primary Sch,,2014-01-01,,,,,,,OBAGAJI-AGATU,,
PVT Infant Jesus Nursery And Primary School (7020020),DRA6JWSCCR4,7020020,YX6QUX3WtQc,PVT Infant Jesus Nursery And Primary School (7020,,2014-01-01,,,,,,,OSHIGBUDU,,
PRY Islamiya Primary School Obagaji (7020022),YJ4XRKE7JN5,7020022,YX6QUX3WtQc,PRY Islamiya Primary School Obagaji (7020022),,1973-01-01,,,,,,,OBAGAJI-AGATU,,
PRY Islamiya Primary School Ogwule-ogbaulu (7020024),SQO1SS0O38O,7020024,YX6QUX3WtQc,PRY Islamiya Primary School Ogwule-ogbaulu (70200,,1973-01-01,,,,,,,OGWULE OGBAULU,,
PRY Islamiya Primary School Oshigbudu (7020025),F2GJO8DC2HC,7020025,YX6QUX3WtQc,PRY Islamiya Primary School Oshigbudu (7020025),,1900-01-01,,,,,,,OSHIGBUDU AGATU,,
PRY Lgea Primary School Ogwule Ogbaulu (7020026),OG98LR7PFWC,7020026,YX6QUX3WtQc,PRY Lgea Primary School Ogwule Ogbaulu (7020026),,1996-01-01,,,,,,,OGBAULU-AGATU,,
PRY Lgea Primary School I Akpeko (7020027),W5BLJPA4VM6,7020027,YX6QUX3WtQc,PRY Lgea Primary School I Akpeko (7020027),,1976-01-01,,,,,,,AKPEKO I,,
PRY Lgea Primary School Ii Akpeko (7020028),F81258E85F1,7020028,YX6QUX3WtQc,PRY Lgea Primary School Ii Akpeko (7020028),,1994-01-01,,,,,,,AKPEKO II,,
PRY Lgea Primary School Aila (7020029),WVVLM9Z1H2H,7020029,YX6QUX3WtQc,PRY Lgea Primary School Aila (7020029),,2005-01-01,,,,,,,AILA,,
PRY Lgea Primary School Ekaida (7020031),UI4497QZXM3,7020031,YX6QUX3WtQc,PRY Lgea Primary School Ekaida (7020031),,1992-01-01,,,,,,,EKAIDA VILLAGE,,
PRY Lgea Primary School Ibado (7020033),FQUFZBDVGUO,7020033,YX6QUX3WtQc,PRY Lgea Primary School Ibado (7020033),,1976-01-01,,,,,,,IBADO,,
PRY Lgea Primary School Iga-gishu (7020034),DT2T2W8ZYAS,7020034,YX6QUX3WtQc,PRY Lgea Primary School Iga-gishu (7020034),,1994-01-01,,,,,,,IGA - GISHU,,
PRY Lgea Primary School Inoli (7020035),SYHGTM7TJB0,7020035,YX6QUX3WtQc,PRY Lgea Primary School Inoli (7020035),,1976-01-01,,,,,,,INOLI,,
PRY Lgea Primary School Obanowaole-ginaigwu (7020037),V1B0Q613DOR,7020037,YX6QUX3WtQc,PRY Lgea Primary School Obanowaole-ginaigwu (7020,,1993-01-01,,,,,,,OLE-GINAIGWU ,,
PRY Lgea Primary School Ogwulekaduna (7020041),OMVIII54QL9,7020041,YX6QUX3WtQc,PRY Lgea Primary School Ogwulekaduna (7020041),,2012-01-01,,,,,,,OGWULE,,
PRY Lgea Primary School Okadu (7020042),BXASUHT9GBQ,7020042,YX6QUX3WtQc,PRY Lgea Primary School Okadu (7020042),,2012-01-01,,,,,,,OKADU VILLAGE,,
PRY Lgea Primary School Okpokpolo (7020044),GGSP06TBGIO,7020044,YX6QUX3WtQc,PRY Lgea Primary School Okpokpolo (7020044),,1974-01-01,,,,,,,OKPOKPOLO AGATU,,
PRY Lgea Primary School Olegeje (7020046),I1TWL8HY8JS,7020046,YX6QUX3WtQc,PRY Lgea Primary School Olegeje (7020046),,1978-01-01,,,,,,,OLEGEJE,,
PRY Lgea Primary School Olegidaka (7020048),U3J29T96OHH,7020048,YX6QUX3WtQc,PRY Lgea Primary School Olegidaka (7020048),,1981-01-01,,,,,,,AGATU,,
PRY Lgea Primary School Olegochepo (7020050),FT5PUAHHFME,7020050,YX6QUX3WtQc,PRY Lgea Primary School Olegochepo (7020050),,1991-01-01,,,,,,,OLEGOCHEPO,,
PRY Lgea Primary School Olegodege (7020051),P6CNPKI5DFI,7020051,YX6QUX3WtQc,PRY Lgea Primary School Olegodege (7020051),,1976-01-01,,,,,,,OLEGODEGE,,
PRY Lgea Primary School Olegogbeche (7020053),Y86IVB92Z9T,7020053,YX6QUX3WtQc,PRY Lgea Primary School Olegogbeche (7020053),,1974-01-01,,,,,,,OLEGOIGBOCHE,,
PRY Lgea Primary School Ologba-gishu (7020054),H0AT2WWEZ29,7020054,YX6QUX3WtQc,PRY Lgea Primary School Ologba-gishu (7020054),,1976-01-01,,,,,,,OLOGBA - GISHU,,
PRY Lgea Primary School Omikwidi (7020055),PU2JX6TB8Q5,7020055,YX6QUX3WtQc,PRY Lgea Primary School Omikwidi (7020055),,1990-01-01,,,,,,,OMIKWIDI,,
PRY Lgea Primary School Ugba (7020056),L8I9BJ6WJI9,7020056,YX6QUX3WtQc,PRY Lgea Primary School Ugba (7020056),,2008-01-01,,,,,,,UGBA,,
PRY Local Government Education Authority Oshigbudu Agatu (7020057),NKGDHUMIC8M,7020057,YX6QUX3WtQc,PRY Local Government Education Authority Oshigbud,,2010-01-01,,,,,,,OSHIGBUDU VILLAGE,,
PRY Methodist Primary School Egwuma (7020067),FOQLFM9PR62,7020067,YX6QUX3WtQc,PRY Methodist Primary School Egwuma (7020067),,1958-01-01,,,,,,,EGWUMA-AGATU,,
PRY Methodist Primary School Iii Ogwule (7020070),ZNDRYV333K0,7020070,YX6QUX3WtQc,PRY Methodist Primary School Iii Ogwule (7020070),,1976-01-01,,,,,,,OGWULE,,
PRY Methodist Primary School Odugbeho (7020071),ONL5ASAYWMF,7020071,YX6QUX3WtQc,PRY Methodist Primary School Odugbeho (7020071),,1994-01-01,,,,,,,ODUGBEHO VILLAGE,,
PRY Methodist Primary School Ello (7020075),ZMGBUY9DHKD,7020075,YX6QUX3WtQc,PRY Methodist Primary School Ello (7020075),,1975-01-01,,,,,,,ELLO AGATU,,
PRY Methodist Primary School Usha (7020085),M9TWTZUCLEB,7020085,YX6QUX3WtQc,PRY Methodist Primary School Usha (7020085),,1954-01-01,,,,,,,USHA AGATU,,
PVT Modern Grammar Nursery And Primary School Ogwule Ogbaulu Agatu (7020087),MDZVONFDUGW,7020087,YX6QUX3WtQc,PVT Modern Grammar Nursery And Primary School Ogw,,2012-01-01,,,,,,,OGWULE OGBAULU,,
PVT Opec Nurpri Schol Ogwule (7020093),GBE1KEISTS8,7020093,YX6QUX3WtQc,PVT Opec Nurpri Schol Ogwule (7020093),,2008-01-01,,,,,,,OGWULE,,
PRY Rcm Primary School Abugbe (7020094),RZGFC85RDWN,7020094,YX6QUX3WtQc,PRY Rcm Primary School Abugbe (7020094),,1952-01-01,,,,,,,ABUGBE AGATU,,
PRY Rcm Primary School Adana (7020096),M3K7KDTNTUC,7020096,YX6QUX3WtQc,PRY Rcm Primary School Adana (7020096),,1954-01-01,,,,,,,ADANA - AGATU,,
PRY Rcm Primary School Aila (7020097),TOL1FT17RM4,7020097,YX6QUX3WtQc,PRY Rcm Primary School Aila (7020097),,1946-01-01,,,,,,,AILA,,
PRY Rcm Primary School Ajomachi (7020098),X6X6UQ2TZLB,7020098,YX6QUX3WtQc,PRY Rcm Primary School Ajomachi (7020098),,1976-01-01,,,,,,,AJOMACHI AGATU,,
PRY Rcm Primary School Edeje (7020100),CL3LGSGM7G9,7020100,YX6QUX3WtQc,PRY Rcm Primary School Edeje (7020100),,1975-01-01,,,,,,,EJEJE,,
PRY Rcm Primary School Ekwo-okpanchenyi (7020102),OMGV4VK59KW,7020102,YX6QUX3WtQc,PRY Rcm Primary School Ekwo-okpanchenyi (7020102),,1955-01-01,,,,,,,EKWO/OKPANCHENYI,,
PRY Rcm Primary School Enogaje (7020104),A96U92RQPTB,7020104,YX6QUX3WtQc,PRY Rcm Primary School Enogaje (7020104),,1952-01-01,,,,,,,ENOGAJE,,
PRY Rcm Primary School Igoje (7020106),SQEUYKDB1SY,7020106,YX6QUX3WtQc,PRY Rcm Primary School Igoje (7020106),,1990-01-01,,,,,,,IGOJE,,
PRY Rcm Primary School Inminyi (7020107),PK5HQSXSGCC,7020107,YX6QUX3WtQc,PRY Rcm Primary School Inminyi (7020107),,1976-01-01,,,,,,,INMINYI,,
PRY Rcm Primary School Oshigbudu (7020112),KDJX2WSZN4B,7020112,YX6QUX3WtQc,PRY Rcm Primary School Oshigbudu (7020112),,1947-01-01,,,,,,,OSHIGBUDU,,
PVT Unity International Nurpri Ogwule (7020137),T557HA10YC5,7020137,YX6QUX3WtQc,PVT Unity International Nurpri Ogwule (7020137),,2005-01-01,,,,,,,OGWULE,,
PRY Lgea Primary School Okpegwa-ogbaulu Agatu (7020141),HIDXTURPINC,7020141,YX6QUX3WtQc,PRY Lgea Primary School Okpegwa-ogbaulu Agatu (70,,2010-01-01,,,,,,,OKPEGWA-OGBAULU,,
PRY Lgea Primary School Ejima Gega (7020154),IQABSUFB4C2,7020154,YX6QUX3WtQc,PRY Lgea Primary School Ejima Gega (7020154),,2012-01-01,,,,,,,EJIMA GEGA,,
PRY Lgea Primary School Olegomakwu Agatu (7020157),ZKFPGHKR40P,7020157,YX6QUX3WtQc,PRY Lgea Primary School Olegomakwu Agatu (7020157,,1976-01-01,,,,,,,OLEGOMAKWU,,
PRY Rcm Primary School Odugbeho (7020159),W1Y5H8TFOQE,7020159,YX6QUX3WtQc,PRY Rcm Primary School Odugbeho (7020159),,1942-01-01,,,,,,,ODUGBEHO,,
PRY Lgea Primary School Okwutanobe (7020161),L8Z2NAZZELU,7020161,YX6QUX3WtQc,PRY Lgea Primary School Okwutanobe (7020161),,1994-01-01,,,,,,,OKWUTANOBE,,
PRY Lgea Primary School Oleginaigwu Agatu (7020167),AIVXBNJS26V,7020167,YX6QUX3WtQc,PRY Lgea Primary School Oleginaigwu Agatu (702016,,1993-01-01,,,,,,,OLEGINAIGWU,,
PRY Success Nursery And Primary School Okpanchenyi (7020169),YGKTVCKS3GP,7020169,YX6QUX3WtQc,PRY Success Nursery And Primary School Okpancheny,,2014-01-01,,,,,,,OKPANCHENYI,,
PRY Lgea Primary School Oleje Agatu (7020171),ZMQILVAWKAB,7020171,YX6QUX3WtQc,PRY Lgea Primary School Oleje Agatu (7020171),,1976-01-01,,,,,,,OLEJE,,
PVT Odec Nurswery And Primary School Ogwule Ogbaulu (7020174),X6AXBTXHQCG,7020174,YX6QUX3WtQc,PVT Odec Nurswery And Primary School Ogwule Ogbau,,2009-01-01,,,,,,,OGWULE OGBAULU,,
PVT Saint Mathew Nursery And Primary School Ibado (7020175),C57QO9VBNFO,7020175,YX6QUX3WtQc,PVT Saint Mathew Nursery And Primary School Ibado,,2001-01-01,,,,,,,IBADO,,
PVT Cefn Nursery And Primary School Ogwule Ogbaulu Agatu (7020176),HCSWBE7DT3F,7020176,YX6QUX3WtQc,PVT Cefn Nursery And Primary School Ogwule Ogbaul,,2017-01-01,,,,,,,OGWULE OGBAULU,,
PVT Above Nursery And Primary School Ako-tombo (7040002),QF2X02KW4HO,7040002,FEN5VTLW71p,PVT Above Nursery And Primary School Ako-tombo (7,,2010-01-01,,,,,,,AKO,,
PVT Ada Academy (7040005),PUBJGTRU8DL,7040005,FEN5VTLW71p,PVT Ada Academy (7040005),,2006-01-01,,,,,,,BURUKU TOWN,,
PVT Ami Divine Success Academy Tse-ageda (7040011),ETK175EOSDI,7040011,FEN5VTLW71p,PVT Ami Divine Success Academy Tse-ageda (7040011,,2015-01-01,,,,,,,MBAGEN MBATYOUGH,,
PRY Anglican Primary School Angough (7040012),MJLXIQYVIGP,7040012,FEN5VTLW71p,PRY Anglican Primary School Angough (7040012),,1972-01-01,,,,,,,TSE ANOUGH GBAGIR,,
PRY Anglican Primary School Imenger (7040013),KCX55RP7KOW,7040013,FEN5VTLW71p,PRY Anglican Primary School Imenger (7040013),,1965-01-01,,,,,,,BURUKU,,
PRY Anglican Primary School Inyom (7040014),LXC8C4MAZVN,7040014,FEN5VTLW71p,PRY Anglican Primary School Inyom (7040014),,1972-01-01,,,,,,,INYOM,,
PRY Anglican Primary School Tyo-ambghir (7040015),STTPIB6JF9L,7040015,FEN5VTLW71p,PRY Anglican Primary School Tyo-ambghir (7040015),,1969-01-01,,,,,,,TYO-AMBIGHIR,,
PRY Anglican Primary School Ugangese (7040016),K2CU36V4039,7040016,FEN5VTLW71p,PRY Anglican Primary School Ugangese (7040016),,1971-01-01,,,,,,,UGANGESE,,
PVT Asule Dogoh Nurpri School (7040018),O52D30ZUMVU,7040018,FEN5VTLW71p,PVT Asule Dogoh Nurpri School (7040018),,1995-01-01,,,,,,,MBAGEN MBATYOUGH,,
PVT Atta Nursery And Primary School (7040021),HA0GTCC5EIH,7040021,FEN5VTLW71p,PVT Atta Nursery And Primary School (7040021),,1993-01-01,,,,,,,ADI-ETULO,,
PVT Child Foundation Nursery And Primary School Nyamatsor-mbagen (7040024),UNCRBUO1XBL,7040024,FEN5VTLW71p,PVT Child Foundation Nursery And Primary School N,,1998-01-01,,,,,,,NYAMATSOR,,
PVT Comprehensive College Staff Nursery And Primary School Ijer (7040029),I291VE54F7X,7040029,FEN5VTLW71p,PVT Comprehensive College Staff Nursery And Prima,,2013-01-01,,,,,,,BURUKU KENDEV IJER,,
PVT Crcn Comprehensive Nurpri Sch Ogulube Etulo (7040031),F950LJDHA4A,7040031,FEN5VTLW71p,PVT Crcn Comprehensive Nurpri Sch Ogulube Etulo (,,2016-01-01,,,,,,,OGULUBE ETULO,,
PVT Royal Kids Academy Fmr Dajo Nursery And Primary School Akpongu Abwa-mbagen (7040033),DA5Z1IWBTG1,7040033,FEN5VTLW71p,PVT Royal Kids Academy Fmr Dajo Nursery And Prima,,2022-01-01,,,,,,,ABWA-MBAGEN,,
PVT Divine Nursery And Primary School Ugbema Mbagen (7040034),A5EAG4E03DW,7040034,FEN5VTLW71p,PVT Divine Nursery And Primary School Ugbema Mbag,,2014-01-01,,,,,,,UGBEMA JUNCTION,,
PVT Divine Support Academy (7040035),TRFA4WQ1E0W,7040035,FEN5VTLW71p,PVT Divine Support Academy (7040035),,2013-01-01,,,,,,,ORTESE MBAATSUA,,
PVT Divine Support Academy Njursery And Primary School Uatsor (7040036),Q973CSWM7A7,7040036,FEN5VTLW71p,PVT Divine Support Academy Njursery And Primary S,,2010-01-01,,,,,,,TOMBO MBATSAASE,,
PVT Divine Wisdom Nursery And Primary School (7040038),BTYBAKX1SRK,7040038,FEN5VTLW71p,PVT Divine Wisdom Nursery And Primary School (704,,2010-01-01,,,,,,,BURUKU TOWN,,
PVT Dooshima Nur And Primary School Shirgema (7040040),VMVADU4VXYY,7040040,FEN5VTLW71p,PVT Dooshima Nur And Primary School Shirgema (704,,1993-01-01,,,,,,,MBATSAASE,,
PVT Early Child Academy Abwa Mbagen (7040042),B84BLZ5DL9M,7040042,FEN5VTLW71p,PVT Early Child Academy Abwa Mbagen (7040042),,2014-01-01,,,,,,,ABWA MBAGEN,,
PVT Glory Nursery And Primary Buruku (7040050),NJ85FVGIINH,7040050,FEN5VTLW71p,PVT Glory Nursery And Primary Buruku (7040050),,2010-01-01,,,,,,,BURUKU,,
PVT Great Brains Academy Mbatsaase Buruku (7040055),BONJJA7W10U,7040055,FEN5VTLW71p,PVT Great Brains Academy Mbatsaase Buruku (704005,,2012-01-01,,,,,,,ORTESE KURA BO,,
PRY Holy Trinity Primary School Atim (7040061),S4KMI3I2KPT,7040061,FEN5VTLW71p,PRY Holy Trinity Primary School Atim (7040061),,2001-01-01,,,,,,,TSE-ATIM-KENDEN,,
PVT Ikyuve Memorial Nursery And Primary School Ankunya (7040063),PP54YJOG47L,7040063,FEN5VTLW71p,PVT Ikyuve Memorial Nursery And Primary School An,,2012-01-01,,,,,,,TSE-ANKUNYA ADAMATE,,
PVT International Nursery And Primary Scool Nege- Kusuv (7040065),YMT78BKEW65,7040065,FEN5VTLW71p,PVT International Nursery And Primary Scool Nege-,,2012-01-01,,,,,,,NEGE- KUSUV,,
PVT Iwanger Christian School Mbaagir (7040066),SRCUKBIDDNA,7040066,FEN5VTLW71p,PVT Iwanger Christian School Mbaagir (7040066),,2013-01-01,,,,,,,ATUMBE,,
PVT Iwanger Nurprim School Tyoga Kusuv (7040067),T8CAXIBFSBG,7040067,FEN5VTLW71p,PVT Iwanger Nurprim School Tyoga Kusuv (7040067),,1992-01-01,,,,,,,TYOGA KUSUV,,
PVT Iyol I Kristu Nurpri School Ikyoive-ashibi (7040069),P4O7ZHCOY0P,7040069,FEN5VTLW71p,PVT Iyol I Kristu Nurpri School Ikyoive-ashibi (7,,2008-01-01,,,,,,,ASHIBI,,
PVT Queen Of The Rosary Nursery And Primary School Fmr Iyol Ikristu Nursery And Primary Sch Kwar Adaaku Mbatyough-mbagen (7040072),HT5CNIOUJA3,7040072,FEN5VTLW71p,PVT Queen Of The Rosary Nursery And Primary Schoo,,1991-01-01,,,,,,,KWAR ADAAKU ABWA/MBATYOUGH-MBAGEN,,
PVT Karshima Nursery And Primary School Sati (7040077),RKER7IL6B90,7040077,FEN5VTLW71p,PVT Karshima Nursery And Primary School Sati (704,,2010-01-01,,,,,,,SATI,,
PRY Lgea Primary School Igbur-mbagen (7040086),NDVZBKFI2N3,7040086,FEN5VTLW71p,PRY Lgea Primary School Igbur-mbagen (7040086),,1946-01-01,,,,,,,IGBUR-MBAGEN,,
PRY Lgea Primary School Kaior Mbaya Buruku (7040087),WF7Q3XI66AG,7040087,FEN5VTLW71p,PRY Lgea Primary School Kaior Mbaya Buruku (70400,,2012-01-01,,,,,,,MBAYA,,
PRY Lgea Primary School Mbaav Shorov (7040089),QWSV77KX1CB,7040089,FEN5VTLW71p,PRY Lgea Primary School Mbaav Shorov (7040089),,2013-01-01,,,,,,,MBAAV- SHOROV,,
PRY Lgea Primary School Adem (7040091),O7OHL5N5ZRG,7040091,FEN5VTLW71p,PRY Lgea Primary School Adem (7040091),,2010-01-01,,,,,,,MBATIE TOMBO MBAYA,,
PRY Lgea Primary School Agudu (7040092),BID6XEWHAPF,7040092,FEN5VTLW71p,PRY Lgea Primary School Agudu (7040092),,1976-01-01,,,,,,,AGUDU-MBALAGH,,
PRY Lgea Primary School Agyoh (7040093),UN4AG11WEH6,7040093,FEN5VTLW71p,PRY Lgea Primary School Agyoh (7040093),,1976-01-01,,,,,,,AGYOH- TOMBO MBALAGH,,
PRY Lgea Primary School Ajife (7040094),G2662OA7MQS,7040094,FEN5VTLW71p,PRY Lgea Primary School Ajife (7040094),,1976-01-01,,,,,,,AJIFE,,
PRY Lgea Primary School Akawa (7040095),ZM1IF6D6BY9,7040095,FEN5VTLW71p,PRY Lgea Primary School Akawa (7040095),,1975-01-01,,,,,,,ADI ETULO,,
PRY Lgea Primary School Akpehe (7040096),OS7HCWB1PFL,7040096,FEN5VTLW71p,PRY Lgea Primary School Akpehe (7040096),,2009-01-01,,,,,,,SHOROV,,
PRY Lgea Primary School Akura-mbatie (7040097),OIFLJSEMOY2,7040097,FEN5VTLW71p,PRY Lgea Primary School Akura-mbatie (7040097),,1976-01-01,,,,,,,AKURA-MBATIE,,
PRY Lgea Primary School Amenger (7040098),YFKO5T58A24,7040098,FEN5VTLW71p,PRY Lgea Primary School Amenger (7040098),,1976-01-01,,,,,,,TOMBO-MBATIE,,
PRY Lgea Primary School Ashinya (7040101),NBGULAEN2B5,7040101,FEN5VTLW71p,PRY Lgea Primary School Ashinya (7040101),,1976-01-01,,,,,,,ASHINYA,,
PRY Lgea Primary School Ateebe (7040102),L8U6KSZLI0F,7040102,FEN5VTLW71p,PRY Lgea Primary School Ateebe (7040102),,1976-01-01,,,,,,,ATEEBE-KUSUV,,
PRY Lgea Primary School Awange (7040103),JNT40PENAIZ,7040103,FEN5VTLW71p,PRY Lgea Primary School Awange (7040103),,1947-01-01,,,,,,,ANSHAV,,
PRY Lgea Primary School Ayughtse (7040105),BD1AGQQSRT8,7040105,FEN5VTLW71p,PRY Lgea Primary School Ayughtse (7040105),,1976-01-01,,,,,,,AYUGHTSE,,
PRY Lgea Primary School Bua (7040106),BZS7KMM253K,7040106,FEN5VTLW71p,PRY Lgea Primary School Bua (7040106),,1967-01-01,,,,,,,MBAMANGE,,
PRY Lgea Primary School Buter (7040107),LPC9CRTHSTZ,7040107,FEN5VTLW71p,PRY Lgea Primary School Buter (7040107),,1976-01-01,,,,,,,MBAYASAM,,
PRY Lgea Primary School Fefa (7040108),VG3RVCQ2XTB,7040108,FEN5VTLW71p,PRY Lgea Primary School Fefa (7040108),,1976-01-01,,,,,,,FEFA,,
PRY Lgea Primary School Gbamafo (7040109),WMHYIHYHO7Y,7040109,FEN5VTLW71p,PRY Lgea Primary School Gbamafo (7040109),,2005-01-01,,,,,,,TSE-FAVE MBAAGIR-MBATIE,,
PRY Lgea Primary School Gbeleve (7040110),VKRPSUKSWXW,7040110,FEN5VTLW71p,PRY Lgea Primary School Gbeleve (7040110),,1976-01-01,,,,,,,GBELEVE-MBAGEN,,
PRY Lgea Primary School Genyi-mbatie (7040111),UBMLGP488UF,7040111,FEN5VTLW71p,PRY Lgea Primary School Genyi-mbatie (7040111),,2004-01-01,,,,,,,GENYI-MBATIE,,
PRY Lgea Primary School Gwahemba (7040112),NM331MGHJ3W,7040112,FEN5VTLW71p,PRY Lgea Primary School Gwahemba (7040112),,1998-01-01,,,,,,,GWAHEMBA,,
PRY Lgea Primary School Haa- Mbalagh (7040113),WZT691XLVFJ,7040113,FEN5VTLW71p,PRY Lgea Primary School Haa- Mbalagh (7040113),,1976-01-01,,,,,,,TACHIA,,
PRY Lgea Primary School Haa-mbagen (7040114),AQR19C7DP2H,7040114,FEN5VTLW71p,PRY Lgea Primary School Haa-mbagen (7040114),,1950-01-01,,,,,,,BAKO,,
PRY Lgea Primary School Ianna (7040115),AZFE7MI8NPK,7040115,FEN5VTLW71p,PRY Lgea Primary School Ianna (7040115),,1976-01-01,,,,,,,IANNA,,
PRY Lgea Primary School Igyuh (7040116),WCKR159PXSD,7040116,FEN5VTLW71p,PRY Lgea Primary School Igyuh (7040116),,1976-01-01,,,,,,,ORTESE MBASHIAN,,
PRY Lgea Primary School Ijer (7040117),RKM8RYXPPWK,7040117,FEN5VTLW71p,PRY Lgea Primary School Ijer (7040117),,1946-01-01,,,,,,,IJER MBATIE,,
PRY Lgea Primary School Ikparen (7040118),UXEWXSPEG4U,7040118,FEN5VTLW71p,PRY Lgea Primary School Ikparen (7040118),,2000-01-01,,,,,,,IKPAREN,,
PRY Lgea Primary School Inyon (7040119),IUALDGAFM1M,7040119,FEN5VTLW71p,PRY Lgea Primary School Inyon (7040119),,1976-01-01,,,,,,,MBAGEN,,
PRY Lgea Primary School Ionguga (7040120),E1WN5C9ORPD,7040120,FEN5VTLW71p,PRY Lgea Primary School Ionguga (7040120),,2006-01-01,,,,,,,MBAANABUR,,
PRY Lgea Primary School Iorza (7040121),W2MCHSR0VJX,7040121,FEN5VTLW71p,PRY Lgea Primary School Iorza (7040121),,1976-01-01,,,,,,,MBABOOR BINEV-WARD,,
PRY Lgea Primary School Ishom (7040122),GLK92AVM5WO,7040122,FEN5VTLW71p,PRY Lgea Primary School Ishom (7040122),,2005-01-01,,,,,,,ISHOM-MBATIE,,
PRY Lgea Primary School Ishondoikye (7040123),XQPOQ7RARI9,7040123,FEN5VTLW71p,PRY Lgea Primary School Ishondoikye (7040123),,1976-01-01,,,,,,,ISHONDOIKYE,,
PRY Lgea Primary School Iwanev (7040124),BH9PD43B8SB,7040124,FEN5VTLW71p,PRY Lgea Primary School Iwanev (7040124),,1976-01-01,,,,,,,UGBEMA,,
PRY Lgea Primary School Kamalu (7040126),FEGCVNMYV01,7040126,FEN5VTLW71p,PRY Lgea Primary School Kamalu (7040126),,1994-01-01,,,,,,,KAMALU,,
PRY Lgea Primary School Kegher (7040127),T4VVFSUULND,7040127,FEN5VTLW71p,PRY Lgea Primary School Kegher (7040127),,1993-01-01,,,,,,,TAFI,,
PRY Lgea Primary School Ker-mbagen (7040128),TRPJ8E1AABH,7040128,FEN5VTLW71p,PRY Lgea Primary School Ker-mbagen (7040128),,1942-01-01,,,,,,,KER,,
PRY Lgea Primary School Kor Atile (7040129),TZ6WSNH48X6,7040129,FEN5VTLW71p,PRY Lgea Primary School Kor Atile (7040129),,1976-01-01,,,,,,,KOR-ATILE VILLAGE,,
PRY Lgea Primary School Kozer (7040130),YXY92MMBH7E,7040130,FEN5VTLW71p,PRY Lgea Primary School Kozer (7040130),,2009-01-01,,,,,,,ABOZWA-MBAAZAGEE MBAGEN,,
PRY Lgea Primary School Maar (7040131),PWC7IJI0QVB,7040131,FEN5VTLW71p,PRY Lgea Primary School Maar (7040131),,2004-01-01,,,,,,,MAAR,,
PRY Lgea Primary School Mbagbaam (7040132),W4NDOSRHQYW,7040132,FEN5VTLW71p,PRY Lgea Primary School Mbagbaam (7040132),,1992-01-01,,,,,,,MBAGBAAM,,
PRY Lgea Primary School Mbaiwar (7040133),UYIQSEM0EG9,7040133,FEN5VTLW71p,PRY Lgea Primary School Mbaiwar (7040133),,1998-01-01,,,,,,,AKOVUR,,
PRY Lgea Primary School Mbakuragba (7040134),R0PEO1OXY5O,7040134,FEN5VTLW71p,PRY Lgea Primary School Mbakuragba (7040134),,1975-01-01,,,,,,,TOMANYIIN-KUSUV,,
PRY Lgea Primary School Mbanyadi (7040137),XJYBU90B96K,7040137,FEN5VTLW71p,PRY Lgea Primary School Mbanyadi (7040137),,1991-01-01,,,,,,,MBANYADI,,
PRY Lgea Primary School Mbavihin (7040138),IUS6HM02YUP,7040138,FEN5VTLW71p,PRY Lgea Primary School Mbavihin (7040138),,1976-01-01,,,,,,,FADA VILLAGE,,
PRY Lgea Primary School Melabu (7040140),ZEEI9N8OM0B,7040140,FEN5VTLW71p,PRY Lgea Primary School Melabu (7040140),,1999-01-01,,,,,,,MELABU,,
PRY Lgea Primary School Nyor (7040142),O3UBM135TO9,7040142,FEN5VTLW71p,PRY Lgea Primary School Nyor (7040142),,1976-01-01,,,,,,,TYOGBENDA- WOMBO,,
PRY Lgea Primary School Puusu (7040144),G8B74FG3O66,7040144,FEN5VTLW71p,PRY Lgea Primary School Puusu (7040144),,2007-01-01,,,,,,,MBAGEN,,
PRY Lgea Primary School Sati (7040145),U5BTDK3YBZL,7040145,FEN5VTLW71p,PRY Lgea Primary School Sati (7040145),,1993-01-01,,,,,,,SATI-KUSUV,,
PRY Lgea Primary School Sende (7040146),DZBRCAMKHAP,7040146,FEN5VTLW71p,PRY Lgea Primary School Sende (7040146),,1976-01-01,,,,,,,GBEJI NONGOV MBAGEN,,
PRY Lgea Primary School Sue (7040147),XU29APYOTIH,7040147,FEN5VTLW71p,PRY Lgea Primary School Sue (7040147),,1976-01-01,,,,,,,SUE-MBALAGH,,
PRY Lgea Primary School Tavershima (7040149),THZB9D7T5FO,7040149,FEN5VTLW71p,PRY Lgea Primary School Tavershima (7040149),,1976-01-01,,,,,,,TOMATAR MBA-AGISHI,,
PRY Lgea Primary School Tofi (7040150),VK4UGD0469P,7040150,FEN5VTLW71p,PRY Lgea Primary School Tofi (7040150),,1975-01-01,,,,,,,TOFI MBAADE,,
